id,pid,gender,int_corr,samerace,age,field,field_cd,race,imprace,imprelig,income,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr,sinc,intel,fun,amb,shar,like,prob,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,dec,dec_o,match
376,355,1,0.08,0,25,business,8.00,4,10,7,"66,827.00",still wondering,10.00,4,1,4,10,5,6,7,7,3,3,9,7,9,5,6,9,5,5,,7.00,8.00,7.00,5.00,6.00,5.00,5.00,5.00,24,2,50.00,20.00,10.00,5.00,10.00,5.00,7.00,9.00,9.00,9.00,8.00,7.00,6.00,5.00,0,0,0
376,356,1,-0.03,0,25,business,8.00,4,10,7,"66,827.00",still wondering,10.00,4,1,4,10,5,6,7,7,3,3,9,7,9,5,6,9,5,5,,9.00,9.00,9.00,6.00,8.00,7.00,7.00,6.00,27,2,15.00,25.00,20.00,20.00,0.00,20.00,5.00,6.00,7.00,7.00,8.00,7.00,7.00,6.00,0,0,0
376,357,1,0.10,1,25,business,8.00,4,10,7,"66,827.00",still wondering,10.00,4,1,4,10,5,6,7,7,3,3,9,7,9,5,6,9,5,5,,9.00,9.00,8.00,8.00,7.00,9.00,9.00,9.00,27,4,15.00,20.00,20.00,20.00,20.00,5.00,5.00,8.00,9.00,7.00,9.00,7.00,7.00,3.00,1,1,1
376,358,1,0.24,1,25,business,8.00,4,10,7,"66,827.00",still wondering,10.00,4,1,4,10,5,6,7,7,3,3,9,7,9,5,6,9,5,5,,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,26,4,20.00,10.00,25.00,25.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,1,1,1
376,359,1,0.28,0,25,business,8.00,4,10,7,"66,827.00",still wondering,10.00,4,1,4,10,5,6,7,7,3,3,9,7,9,5,6,9,5,5,,9.00,9.00,9.00,8.00,8.00,7.00,8.00,5.00,26,2,9.00,17.00,23.00,15.00,14.00,22.00,6.00,5.00,7.00,,5.00,2.00,4.00,4.00,0,0,0
376,360,1,0.27,0,25,business,8.00,4,10,7,"66,827.00",still wondering,10.00,4,1,4,10,5,6,7,7,3,3,9,7,9,5,6,9,5,5,,5.00,9.00,7.00,5.00,5.00,5.00,5.00,6.00,24,6,20.00,30.00,10.00,10.00,10.00,20.00,5.00,6.00,7.00,5.00,7.00,4.00,5.00,5.00,0,0,0
377,341,1,-0.23,1,26,business school,8.00,4,3,2,,investment management,7.00,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,6,,8.00,8.00,8.00,8.00,7.00,6.00,5.00,5.00,23,4,20.00,20.00,20.00,20.00,20.00,0.00,6.00,6.00,6.00,6.00,6.00,6.00,4.00,6.00,0,0,0
377,342,1,-0.01,0,26,business school,8.00,4,3,2,,investment management,7.00,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,6,,5.00,5.00,5.00,5.00,8.00,4.00,3.00,6.00,33,3,40.00,15.00,25.00,5.00,15.00,0.00,5.00,6.00,6.00,4.00,5.00,,5.00,5.00,0,0,0
377,343,1,-0.47,0,26,business school,8.00,4,3,2,,investment management,7.00,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,6,,,,,,,,,,32,2,5.00,25.00,20.00,10.00,15.00,25.00,,,,,,,,,0,0,0
377,344,1,0.30,0,26,business school,8.00,4,3,2,,investment management,7.00,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,6,,8.00,8.00,8.00,7.00,6.00,5.00,7.00,6.00,26,3,15.00,15.00,15.00,20.00,20.00,15.00,6.00,7.00,7.00,7.00,6.00,8.00,7.00,7.00,1,1,1
377,345,1,0.20,0,26,business school,8.00,4,3,2,,investment management,7.00,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,6,,5.00,8.00,9.00,8.00,9.00,5.00,4.00,6.00,24,2,10.00,20.00,27.00,23.00,15.00,5.00,5.00,10.00,8.00,5.00,10.00,5.00,5.00,5.00,0,0,0
377,346,1,,0,26,business school,8.00,4,3,2,,investment management,7.00,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,6,,9.00,9.00,9.00,9.00,7.00,7.00,8.00,7.00,,,,,,,,,6.00,6.00,5.00,4.00,4.00,3.00,4.00,3.00,1,0,0
377,347,1,0.25,0,26,business school,8.00,4,3,2,,investment management,7.00,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,6,,5.00,6.00,5.00,4.00,6.00,2.00,3.00,2.00,26,1,30.00,5.00,10.00,20.00,30.00,5.00,8.00,4.00,7.00,5.00,6.00,5.00,4.00,1.00,0,0,0
377,348,1,-0.07,1,26,business school,8.00,4,3,2,,investment management,7.00,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,6,,5.00,9.00,8.00,9.00,8.00,6.00,5.00,6.00,21,4,15.00,25.00,15.00,15.00,15.00,15.00,8.00,8.00,8.00,8.00,8.00,7.00,7.00,5.00,0,1,0
377,349,1,-0.32,0,26,business school,8.00,4,3,2,,investment management,7.00,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,6,,8.00,8.00,8.00,8.00,8.00,5.00,7.00,6.00,33,2,25.00,20.00,10.00,20.00,20.00,5.00,5.00,7.00,7.00,4.00,5.00,,5.00,5.00,1,0,0
377,350,1,-0.21,0,26,business school,8.00,4,3,2,,investment management,7.00,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,6,,7.00,8.00,9.00,6.00,6.00,4.00,5.00,5.00,31,2,12.00,25.00,25.00,8.00,15.00,15.00,5.00,5.00,6.00,4.00,6.00,3.00,3.00,3.00,0,0,0
377,351,1,-0.40,1,26,business school,8.00,4,3,2,,investment management,7.00,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,6,,8.00,8.00,8.00,5.00,8.00,4.00,5.00,3.00,35,4,15.00,15.00,30.00,15.00,15.00,10.00,5.00,6.00,7.00,5.00,7.00,8.00,5.00,5.00,0,0,0
377,352,1,-0.34,0,26,business school,8.00,4,3,2,,investment management,7.00,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,6,,6.00,8.00,6.00,5.00,6.00,2.00,2.00,4.00,29,6,20.00,20.00,20.00,10.00,10.00,20.00,6.00,5.00,6.00,5.00,5.00,5.00,5.00,5.00,0,0,0
377,353,1,-0.46,1,26,business school,8.00,4,3,2,,investment management,7.00,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,6,,6.00,9.00,9.00,6.00,7.00,4.00,3.00,4.00,25,4,15.00,10.00,25.00,25.00,10.00,15.00,4.00,5.00,7.00,4.00,6.00,,4.00,4.00,0,0,0
377,354,1,0.29,0,26,business school,8.00,4,3,2,,investment management,7.00,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,6,,6.00,7.00,6.00,8.00,5.00,4.00,5.00,5.00,22,2,20.00,10.00,20.00,20.00,20.00,10.00,2.00,8.00,10.00,4.00,4.00,2.00,4.00,5.00,0,0,0
377,355,1,-0.21,0,26,business school,8.00,4,3,2,,investment management,7.00,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,6,,7.00,6.00,6.00,7.00,6.00,5.00,6.00,6.00,24,2,50.00,20.00,10.00,5.00,10.00,5.00,6.00,7.00,8.00,9.00,8.00,5.00,4.00,4.00,0,0,0
377,356,1,0.18,0,26,business school,8.00,4,3,2,,investment management,7.00,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,6,,,,,,,,,,27,2,15.00,25.00,20.00,20.00,0.00,20.00,,,,,,,,,0,0,0
377,357,1,-0.45,1,26,business school,8.00,4,3,2,,investment management,7.00,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,6,,7.00,7.00,9.00,7.00,8.00,8.00,6.00,7.00,27,4,15.00,20.00,20.00,20.00,20.00,5.00,5.00,7.00,7.00,0.00,4.00,0.00,4.00,3.00,1,0,0
377,358,1,0.28,1,26,business school,8.00,4,3,2,,investment management,7.00,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,6,,7.00,8.00,9.00,7.00,9.00,0.00,6.00,6.00,26,4,20.00,10.00,25.00,25.00,10.00,10.00,7.00,8.00,8.00,7.00,7.00,6.00,7.00,6.00,1,0,0
377,359,1,0.02,0,26,business school,8.00,4,3,2,,investment management,7.00,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,6,,5.00,7.00,7.00,4.00,8.00,2.00,3.00,4.00,26,2,9.00,17.00,23.00,15.00,14.00,22.00,4.00,8.00,,4.00,,,3.00,5.00,0,0,0
377,360,1,-0.21,0,26,business school,8.00,4,3,2,,investment management,7.00,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,6,,8.00,8.00,8.00,8.00,7.00,8.00,5.00,7.00,24,6,20.00,30.00,10.00,10.00,10.00,20.00,7.00,6.00,5.00,5.00,5.00,5.00,7.00,6.00,0,1,0
378,341,1,-0.20,0,29,MBA,8.00,2,3,2,"42,897.00",Finance Related,7.00,9,5,10,5,4,4,2,1,8,7,3,3,8,5,8,5,2,6,,6.00,7.00,6.00,5.00,10.00,4.00,6.00,5.00,23,4,20.00,20.00,20.00,20.00,20.00,0.00,8.00,8.00,8.00,8.00,8.00,8.00,6.00,8.00,0,0,0
378,342,1,0.04,0,29,MBA,8.00,2,3,2,"42,897.00",Finance Related,7.00,9,5,10,5,4,4,2,1,8,7,3,3,8,5,8,5,2,6,,4.00,6.00,6.00,5.00,8.00,3.00,5.00,4.00,33,3,40.00,15.00,25.00,5.00,15.00,0.00,7.00,7.00,7.00,5.00,,,7.00,6.00,0,1,0
378,343,1,-0.10,1,29,MBA,8.00,2,3,2,"42,897.00",Finance Related,7.00,9,5,10,5,4,4,2,1,8,7,3,3,8,5,8,5,2,6,,5.00,7.00,8.00,6.00,9.00,4.00,6.00,5.00,32,2,5.00,25.00,20.00,10.00,15.00,25.00,7.00,7.00,7.00,8.00,,,7.00,5.00,0,1,0
378,344,1,0.44,0,29,MBA,8.00,2,3,2,"42,897.00",Finance Related,7.00,9,5,10,5,4,4,2,1,8,7,3,3,8,5,8,5,2,6,,7.00,8.00,6.00,7.00,7.00,6.00,7.00,6.00,26,3,15.00,15.00,15.00,20.00,20.00,15.00,5.00,6.00,6.00,6.00,8.00,3.00,6.00,6.00,0,0,0
378,345,1,0.59,1,29,MBA,8.00,2,3,2,"42,897.00",Finance Related,7.00,9,5,10,5,4,4,2,1,8,7,3,3,8,5,8,5,2,6,,7.00,8.00,7.00,8.00,7.00,5.00,7.00,7.00,24,2,10.00,20.00,27.00,23.00,15.00,5.00,8.00,9.00,10.00,6.00,10.00,6.00,8.00,7.00,0,1,0
378,346,1,,0,29,MBA,8.00,2,3,2,"42,897.00",Finance Related,7.00,9,5,10,5,4,4,2,1,8,7,3,3,8,5,8,5,2,6,,8.00,9.00,7.00,7.00,6.00,8.00,8.00,6.00,,,,,,,,,9.00,8.00,7.00,9.00,7.00,10.00,9.00,6.00,1,1,1
378,347,1,0.22,0,29,MBA,8.00,2,3,2,"42,897.00",Finance Related,7.00,9,5,10,5,4,4,2,1,8,7,3,3,8,5,8,5,2,6,,4.00,8.00,6.00,4.00,4.00,3.00,5.00,6.00,26,1,30.00,5.00,10.00,20.00,30.00,5.00,,,,,,,,,0,0,0
378,348,1,-0.04,0,29,MBA,8.00,2,3,2,"42,897.00",Finance Related,7.00,9,5,10,5,4,4,2,1,8,7,3,3,8,5,8,5,2,6,,4.00,8.00,8.00,8.00,7.00,4.00,8.00,7.00,21,4,15.00,25.00,15.00,15.00,15.00,15.00,8.00,9.00,9.00,8.00,8.00,7.00,6.00,5.00,0,1,0
378,349,1,0.32,1,29,MBA,8.00,2,3,2,"42,897.00",Finance Related,7.00,9,5,10,5,4,4,2,1,8,7,3,3,8,5,8,5,2,6,,6.00,7.00,6.00,6.00,5.00,3.00,6.00,4.00,33,2,25.00,20.00,10.00,20.00,20.00,5.00,6.00,6.00,6.00,6.00,5.00,6.00,6.00,6.00,0,0,0
378,350,1,0.25,1,29,MBA,8.00,2,3,2,"42,897.00",Finance Related,7.00,9,5,10,5,4,4,2,1,8,7,3,3,8,5,8,5,2,6,,8.00,8.00,6.00,8.00,9.00,7.00,7.00,7.00,31,2,12.00,25.00,25.00,8.00,15.00,15.00,7.00,7.00,7.00,8.00,7.00,7.00,6.00,4.00,1,0,0
378,351,1,0.08,0,29,MBA,8.00,2,3,2,"42,897.00",Finance Related,7.00,9,5,10,5,4,4,2,1,8,7,3,3,8,5,8,5,2,6,,8.00,7.00,7.00,6.00,5.00,4.00,8.00,7.00,35,4,15.00,15.00,30.00,15.00,15.00,10.00,5.00,7.00,7.00,7.00,7.00,7.00,6.00,5.00,0,0,0
378,352,1,0.16,0,29,MBA,8.00,2,3,2,"42,897.00",Finance Related,7.00,9,5,10,5,4,4,2,1,8,7,3,3,8,5,8,5,2,6,,7.00,9.00,7.00,6.00,5.00,5.00,7.00,6.00,29,6,20.00,20.00,20.00,10.00,10.00,20.00,6.00,6.00,6.00,5.00,5.00,6.00,6.00,5.00,0,0,0
378,353,1,-0.37,0,29,MBA,8.00,2,3,2,"42,897.00",Finance Related,7.00,9,5,10,5,4,4,2,1,8,7,3,3,8,5,8,5,2,6,,7.00,10.00,6.00,8.00,5.00,5.00,8.00,6.00,25,4,15.00,10.00,25.00,25.00,10.00,15.00,4.00,5.00,6.00,4.00,6.00,,4.00,4.00,0,0,0
378,354,1,0.36,1,29,MBA,8.00,2,3,2,"42,897.00",Finance Related,7.00,9,5,10,5,4,4,2,1,8,7,3,3,8,5,8,5,2,6,,6.00,6.00,5.00,8.00,6.00,5.00,6.00,6.00,22,2,20.00,10.00,20.00,20.00,20.00,10.00,7.00,9.00,8.00,10.00,7.00,7.00,7.00,7.00,0,1,0
378,355,1,0.52,1,29,MBA,8.00,2,3,2,"42,897.00",Finance Related,7.00,9,5,10,5,4,4,2,1,8,7,3,3,8,5,8,5,2,6,,7.00,8.00,5.00,8.00,6.00,5.00,8.00,7.00,24,2,50.00,20.00,10.00,5.00,10.00,5.00,7.00,6.00,6.00,5.00,6.00,5.00,5.00,5.00,1,0,0
378,356,1,0.46,1,29,MBA,8.00,2,3,2,"42,897.00",Finance Related,7.00,9,5,10,5,4,4,2,1,8,7,3,3,8,5,8,5,2,6,,,,,,,,,,27,2,15.00,25.00,20.00,20.00,0.00,20.00,,,,,,,,,0,0,0
378,357,1,0.10,0,29,MBA,8.00,2,3,2,"42,897.00",Finance Related,7.00,9,5,10,5,4,4,2,1,8,7,3,3,8,5,8,5,2,6,,8.00,8.00,7.00,5.00,4.00,4.00,8.00,7.00,27,4,15.00,20.00,20.00,20.00,20.00,5.00,5.00,7.00,6.00,2.00,2.00,2.00,3.00,2.00,1,0,0
378,358,1,0.52,0,29,MBA,8.00,2,3,2,"42,897.00",Finance Related,7.00,9,5,10,5,4,4,2,1,8,7,3,3,8,5,8,5,2,6,,6.00,7.00,8.00,6.00,7.00,4.00,6.00,5.00,26,4,20.00,10.00,25.00,25.00,10.00,10.00,7.00,7.00,7.00,6.00,7.00,6.00,6.00,6.00,0,0,0
378,359,1,-0.18,1,29,MBA,8.00,2,3,2,"42,897.00",Finance Related,7.00,9,5,10,5,4,4,2,1,8,7,3,3,8,5,8,5,2,6,,6.00,7.00,8.00,5.00,8.00,4.00,4.00,5.00,26,2,9.00,17.00,23.00,15.00,14.00,22.00,6.00,5.00,7.00,,2.00,1.00,4.00,4.00,0,0,0
378,360,1,-0.26,0,29,MBA,8.00,2,3,2,"42,897.00",Finance Related,7.00,9,5,10,5,4,4,2,1,8,7,3,3,8,5,8,5,2,6,,5.00,8.00,5.00,4.00,7.00,4.00,6.00,5.00,24,6,20.00,30.00,10.00,10.00,10.00,20.00,6.00,7.00,7.00,6.00,6.00,5.00,7.00,5.00,0,1,0
379,397,0,0.36,1,38,"Business, Media",8.00,2,4,6,"31,809.00",Media Marketing/Entrepreneurship,7.00,4,4,6,7,8,8,7,2,2,6,7,7,9,6,6,3,5,5,,7.00,9.00,9.00,7.00,8.00,8.00,8.00,3.00,24,2,20.00,21.00,21.00,22.00,6.00,10.00,8.00,8.00,8.00,9.00,9.00,7.00,9.00,8.00,0,1,0
379,398,0,0.22,1,38,"Business, Media",8.00,2,4,6,"31,809.00",Media Marketing/Entrepreneurship,7.00,4,4,6,7,8,8,7,2,2,6,7,7,9,6,6,3,5,5,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,1.00,29,2,45.00,10.00,10.00,30.00,0.00,5.00,,,,,,,,,0,0,0
379,399,0,0.46,1,38,"Business, Media",8.00,2,4,6,"31,809.00",Media Marketing/Entrepreneurship,7.00,4,4,6,7,8,8,7,2,2,6,7,7,9,6,6,3,5,5,,,,,,,,,,29,2,25.00,10.00,20.00,20.00,10.00,15.00,,,,,,,,,0,0,0
379,400,0,0.35,1,38,"Business, Media",8.00,2,4,6,"31,809.00",Media Marketing/Entrepreneurship,7.00,4,4,6,7,8,8,7,2,2,6,7,7,9,6,6,3,5,5,,8.00,9.00,9.00,6.00,9.00,8.00,8.00,2.00,26,2,70.00,5.00,20.00,3.00,1.00,1.00,4.00,5.00,7.00,7.00,6.00,10.00,6.00,8.00,1,1,1
379,401,0,0.36,1,38,"Business, Media",8.00,2,4,6,"31,809.00",Media Marketing/Entrepreneurship,7.00,4,4,6,7,8,8,7,2,2,6,7,7,9,6,6,3,5,5,,7.00,8.00,9.00,5.00,7.00,5.00,7.00,2.00,31,2,35.00,0.00,25.00,20.00,0.00,20.00,3.00,6.00,7.00,6.00,6.00,,6.00,2.00,0,0,0
379,402,0,0.14,0,38,"Business, Media",8.00,2,4,6,"31,809.00",Media Marketing/Entrepreneurship,7.00,4,4,6,7,8,8,7,2,2,6,7,7,9,6,6,3,5,5,,7.00,9.00,9.00,8.00,9.00,5.00,8.00,2.00,29,4,25.00,20.00,15.00,25.00,10.00,5.00,6.00,8.00,6.00,7.00,7.00,7.00,7.00,3.00,1,1,1
379,403,0,0.24,1,38,"Business, Media",8.00,2,4,6,"31,809.00",Media Marketing/Entrepreneurship,7.00,4,4,6,7,8,8,7,2,2,6,7,7,9,6,6,3,5,5,,6.00,9.00,9.00,6.00,9.00,5.00,7.00,2.00,22,2,20.00,25.00,20.00,15.00,5.00,15.00,6.00,7.00,8.00,,8.00,,6.00,4.00,0,1,0
379,404,0,0.04,1,38,"Business, Media",8.00,2,4,6,"31,809.00",Media Marketing/Entrepreneurship,7.00,4,4,6,7,8,8,7,2,2,6,7,7,9,6,6,3,5,5,,9.00,9.00,9.00,6.00,8.00,5.00,8.00,2.00,23,2,25.00,14.00,25.00,25.00,3.00,8.00,6.00,5.00,7.00,5.00,5.00,,7.00,3.00,0,1,0
379,405,0,0.24,0,38,"Business, Media",8.00,2,4,6,"31,809.00",Media Marketing/Entrepreneurship,7.00,4,4,6,7,8,8,7,2,2,6,7,7,9,6,6,3,5,5,,6.00,8.00,9.00,6.00,7.00,7.00,7.00,4.00,30,1,30.00,25.00,20.00,15.00,5.00,5.00,6.00,10.00,10.00,7.00,10.00,2.00,3.00,2.00,1,0,0
379,406,0,0.61,0,38,"Business, Media",8.00,2,4,6,"31,809.00",Media Marketing/Entrepreneurship,7.00,4,4,6,7,8,8,7,2,2,6,7,7,9,6,6,3,5,5,,8.00,6.00,8.00,7.00,9.00,5.00,6.00,2.00,27,4,20.00,20.00,20.00,20.00,20.00,0.00,5.00,6.00,6.00,6.00,8.00,8.00,6.00,6.00,0,1,0
379,407,0,0.72,1,38,"Business, Media",8.00,2,4,6,"31,809.00",Media Marketing/Entrepreneurship,7.00,4,4,6,7,8,8,7,2,2,6,7,7,9,6,6,3,5,5,,7.00,9.00,8.00,7.00,7.00,9.00,8.00,3.00,24,2,30.00,15.00,15.00,15.00,15.00,10.00,7.00,6.00,7.00,6.00,9.00,8.00,7.00,5.00,1,0,0
379,408,0,0.45,0,38,"Business, Media",8.00,2,4,6,"31,809.00",Media Marketing/Entrepreneurship,7.00,4,4,6,7,8,8,7,2,2,6,7,7,9,6,6,3,5,5,,7.00,9.00,8.00,9.00,8.00,9.00,8.00,3.00,24,3,20.00,10.00,20.00,20.00,10.00,20.00,7.00,6.00,8.00,7.00,7.00,6.00,7.00,8.00,0,1,0
379,409,0,0.19,1,38,"Business, Media",8.00,2,4,6,"31,809.00",Media Marketing/Entrepreneurship,7.00,4,4,6,7,8,8,7,2,2,6,7,7,9,6,6,3,5,5,,7.00,9.00,9.00,7.00,8.00,5.00,7.00,2.00,23,2,20.00,15.00,20.00,20.00,10.00,15.00,6.00,6.00,8.00,5.00,9.00,4.00,5.00,5.00,0,0,0
379,410,0,-0.25,1,38,"Business, Media",8.00,2,4,6,"31,809.00",Media Marketing/Entrepreneurship,7.00,4,4,6,7,8,8,7,2,2,6,7,7,9,6,6,3,5,5,,9.00,6.00,8.00,7.00,7.00,8.00,7.00,2.00,27,2,20.00,20.00,20.00,20.00,10.00,10.00,7.00,7.00,10.00,9.00,10.00,5.00,6.00,6.00,0,1,0
379,411,0,0.24,1,38,"Business, Media",8.00,2,4,6,"31,809.00",Media Marketing/Entrepreneurship,7.00,4,4,6,7,8,8,7,2,2,6,7,7,9,6,6,3,5,5,,8.00,9.00,9.00,8.00,8.00,8.00,9.00,4.00,34,2,35.00,15.00,15.00,25.00,10.00,0.00,7.00,10.00,9.00,8.00,8.00,7.00,6.00,7.00,1,0,0
379,412,0,-0.03,1,38,"Business, Media",8.00,2,4,6,"31,809.00",Media Marketing/Entrepreneurship,7.00,4,4,6,7,8,8,7,2,2,6,7,7,9,6,6,3,5,5,,5.00,7.00,8.00,7.00,9.00,5.00,7.00,3.00,27,2,75.00,5.00,5.00,5.00,5.00,5.00,7.00,8.00,9.00,8.00,7.00,8.00,5.00,6.00,0,0,0
379,413,0,0.20,1,38,"Business, Media",8.00,2,4,6,"31,809.00",Media Marketing/Entrepreneurship,7.00,4,4,6,7,8,8,7,2,2,6,7,7,9,6,6,3,5,5,,6.00,7.00,8.00,7.00,8.00,6.00,7.00,3.00,26,2,10.00,10.00,30.00,30.00,5.00,15.00,7.00,7.00,7.00,6.00,8.00,7.00,7.00,5.00,0,0,0
379,414,0,-0.21,1,38,"Business, Media",8.00,2,4,6,"31,809.00",Media Marketing/Entrepreneurship,7.00,4,4,6,7,8,8,7,2,2,6,7,7,9,6,6,3,5,5,,6.00,6.00,9.00,6.00,9.00,5.00,6.00,2.00,29,2,95.00,1.00,1.00,1.00,1.00,1.00,10.00,10.00,9.00,4.00,9.00,7.00,8.00,,0,1,0
379,415,0,0.53,1,38,"Business, Media",8.00,2,4,6,"31,809.00",Media Marketing/Entrepreneurship,7.00,4,4,6,7,8,8,7,2,2,6,7,7,9,6,6,3,5,5,,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1.00,31,2,10.00,20.00,40.00,10.00,10.00,10.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,0,1,0
380,397,0,0.41,0,33,MFA -Film,14.00,1,4,8,,film directing,6.00,7,8,8,8,5,5,3,1,5,5,7,7,10,9,9,9,9,6,,4.00,7.00,7.00,5.00,7.00,7.00,6.00,5.00,24,2,20.00,21.00,21.00,22.00,6.00,10.00,6.00,8.00,8.00,7.00,7.00,7.00,6.00,6.00,1,0,0
380,398,0,-0.38,0,33,MFA -Film,14.00,1,4,8,,film directing,6.00,7,8,8,8,5,5,3,1,5,5,7,7,10,9,9,9,9,6,,8.00,8.00,7.00,7.00,7.00,7.00,8.00,7.00,29,2,45.00,10.00,10.00,30.00,0.00,5.00,5.00,8.00,8.00,7.00,,7.00,6.00,8.00,1,0,0
380,399,0,0.12,0,33,MFA -Film,14.00,1,4,8,,film directing,6.00,7,8,8,8,5,5,3,1,5,5,7,7,10,9,9,9,9,6,,,,,,,,,,29,2,25.00,10.00,20.00,20.00,10.00,15.00,,,,,,,,,0,0,0
380,400,0,0.18,0,33,MFA -Film,14.00,1,4,8,,film directing,6.00,7,8,8,8,5,5,3,1,5,5,7,7,10,9,9,9,9,6,,6.00,8.00,8.00,7.00,7.00,7.00,7.00,3.00,26,2,70.00,5.00,20.00,3.00,1.00,1.00,5.00,4.00,8.00,6.00,7.00,6.00,5.00,7.00,1,0,0
380,401,0,0.30,0,33,MFA -Film,14.00,1,4,8,,film directing,6.00,7,8,8,8,5,5,3,1,5,5,7,7,10,9,9,9,9,6,,5.00,7.00,7.00,7.00,7.00,7.00,7.00,5.00,31,2,35.00,0.00,25.00,20.00,0.00,20.00,2.00,6.00,7.00,6.00,5.00,6.00,6.00,6.00,1,0,0
380,402,0,-0.14,0,33,MFA -Film,14.00,1,4,8,,film directing,6.00,7,8,8,8,5,5,3,1,5,5,7,7,10,9,9,9,9,6,,4.00,5.00,7.00,3.00,7.00,2.00,3.00,1.00,29,4,25.00,20.00,15.00,25.00,10.00,5.00,6.00,7.00,7.00,6.00,7.00,4.00,4.00,3.00,0,0,0
380,403,0,0.33,0,33,MFA -Film,14.00,1,4,8,,film directing,6.00,7,8,8,8,5,5,3,1,5,5,7,7,10,9,9,9,9,6,,4.00,7.00,7.00,7.00,7.00,7.00,6.00,,22,2,20.00,25.00,20.00,15.00,5.00,15.00,4.00,6.00,6.00,4.00,,4.00,5.00,5.00,1,0,0
380,404,0,-0.16,0,33,MFA -Film,14.00,1,4,8,,film directing,6.00,7,8,8,8,5,5,3,1,5,5,7,7,10,9,9,9,9,6,,9.00,9.00,7.00,7.00,7.00,7.00,7.00,,23,2,25.00,14.00,25.00,25.00,3.00,8.00,5.00,5.00,6.00,5.00,6.00,5.00,6.00,4.00,1,0,0
380,405,0,0.27,1,33,MFA -Film,14.00,1,4,8,,film directing,6.00,7,8,8,8,5,5,3,1,5,5,7,7,10,9,9,9,9,6,,5.00,6.00,7.00,6.00,8.00,5.00,5.00,2.00,30,1,30.00,25.00,20.00,15.00,5.00,5.00,5.00,10.00,10.00,10.00,10.00,10.00,7.00,5.00,1,0,0
380,406,0,0.13,0,33,MFA -Film,14.00,1,4,8,,film directing,6.00,7,8,8,8,5,5,3,1,5,5,7,7,10,9,9,9,9,6,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,27,4,20.00,20.00,20.00,20.00,20.00,0.00,7.00,7.00,7.00,7.00,5.00,5.00,6.00,6.00,1,1,1
380,407,0,0.39,0,33,MFA -Film,14.00,1,4,8,,film directing,6.00,7,8,8,8,5,5,3,1,5,5,7,7,10,9,9,9,9,6,,5.00,7.00,7.00,7.00,7.00,7.00,5.00,2.00,24,2,30.00,15.00,15.00,15.00,15.00,10.00,6.00,7.00,7.00,6.00,7.00,10.00,7.00,5.00,1,0,0
380,408,0,0.29,0,33,MFA -Film,14.00,1,4,8,,film directing,6.00,7,8,8,8,5,5,3,1,5,5,7,7,10,9,9,9,9,6,,5.00,6.00,7.00,6.00,6.00,6.00,5.00,6.00,24,3,20.00,10.00,20.00,20.00,10.00,20.00,8.00,9.00,9.00,9.00,8.00,7.00,7.00,2.00,1,0,0
380,409,0,0.08,0,33,MFA -Film,14.00,1,4,8,,film directing,6.00,7,8,8,8,5,5,3,1,5,5,7,7,10,9,9,9,9,6,,8.00,8.00,8.00,8.00,8.00,8.00,7.00,6.00,23,2,20.00,15.00,20.00,20.00,10.00,15.00,7.00,9.00,9.00,8.00,7.00,5.00,7.00,6.00,1,1,1
